MIBiG accession	compound name	SMILES	PMID / DOI	Column1	Column2	Column3
BGC0000315	CDA1b	O=C(N[C@@H](CC(O)=O)C(N[C@H](C1=CC=C(O)C=C1)C(N[C@@H](CC(O)=O)C(NCC(N[C@@H](C(N[C@@H](CCC(O)=O)C(N[C@@H](CC2=CNC3=C2C=CC=C3)C(O[C@H](C)[C@@H]4NC([C@H](CO)NC(C(O5)C5CCC)=O)=O)=O)=O)=O)[C@H](OP(O)(O)=O)C(N)=O)=O)=O)=O)=O)[C@H](CC(O)=O)NC([C@@H](CC6=CNC7=C6C=CC=C7)NC4=O)=O	12445768,16925444,17784761,11790750,17513473,18020333,15099062,22711659,17322197,17373765,18237171,18020333,21135931,22245678			
BGC0000315	CDA2a	O=C([C@@H](NC([C@H](NC1=O)CC2=CNC3=C2C=CC=C3)=O)CC(O)=O)N[C@H](C(N[C@@H](C(N[C@H](C(NCC(N[C@H]([C@@H](C(N)=O)OP(O)(O)=O)C(N[C@H](C(N/C(C(O[C@@H]([C@@H]1NC([C@@H](NC(C4OC4CCC)=O)CO)=O)C)=O)=C\C5=CNC6=C5C=CC=C6)=O)CC(C)C(O)=O)=O)=O)=O)CC(O)=O)=O)C7=CC=C(C=C7)O)=O)CC(O)=O	12445768,16925444,17784761,11790750,17513473,18020333,15099062,22711659,17322197,17373765,18237171,18020333,21135931,22245678			
BGC0000315	CDA2b	CCCC1OC1C(=O)N[C@@H](CO)C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC1=O)C1=CC=C(O)C=C1)[C@H](OP(O)(O)=O)C(N)=O)C(C)CC(O)=O	12445768,16925444,17784761,11790750,17513473,18020333,15099062,22711659,17322197,17373765,18237171,18020333,21135931,22245678			
BGC0000315	CDA3a		12445768,16925444,17784761,11790750,17513473,18020333,15099062,22711659,17322197,17373765,18237171,18020333,21135931,22245678			
BGC0000315	CDA3b	O=C([C@@H](NC([C@H](NC1=O)CC2=CNC3=C2C=CC=C3)=O)CC(O)=O)N[C@H](C(N[C@@H](C(N[C@H](C(NCC(N[C@H]([C@H](O)C(N)=O)C(N[C@H](C(N[C@H](C(O[C@@H]([C@@H]1NC([C@@H](NC(C4OC4CCC)=O)CO)=O)C)=O)CC5=CNC6=C5C=CC=C6)=O)CCC(O)=O)=O)=O)=O)CC(O)=O)=O)C7=CC=C(C=C7)O)=O)CC(O)=O	12445768,16925444,17784761,11790750,17513473,18020333,15099062,22711659,17322197,17373765,18237171,18020333,21135931,22245678			
BGC0000315	CDA4a	O=C(N[C@@H](CC(O)=O)C(N[C@H](C1=CC=C(O)C=C1)C(N[C@@H](CC(O)=O)C(NCC(N[C@@H](C(N[C@@H]([C@H](C)CC(O)=O)C(N/C(C(O[C@H](C)[C@@H]2NC([C@H](CO)NC(C(O3)C3CCC)=O)=O)=O)=C\\C4=CNC5=C4C=CC=C5)=O)=O)[C@H](O)C(N)=O)=O)=O)=O)=O)[C@H](CC(O)=O)NC([C@@H](CC6=CNC7=C6C=CC=C7)NC2=O)=O	12445768,16925444,17784761,11790750,17513473,18020333,15099062,22711659,17322197,17373765,18237171,18020333,21135931,22245678			
BGC0000315	CDA4b	O=C(N[C@@H](CC(O)=O)C(N[C@H](C1=CC=C(O)C=C1)C(N[C@@H](CC(O)=O)C(NCC(N[C@@H](C(N[C@@H]([C@H](C)CC(O)=O)C(N[C@@H](CC2=CNC3=C2C=CC=C3)C(O[C@H](C)[C@@H]4NC([C@H](CO)NC(C(O5)C5CCC)=O)=O)=O)=O)=O)[C@@H](C(N)=O)O)=O)=O)=O)=O)[C@H](CC(O)=O)NC([C@@H](CC6=CNC7=C6C=CC=C7)NC4=O)=O	12445768,16925444,17784761,11790750,17513473,18020333,15099062,22711659,17322197,17373765,18237171,18020333,21135931,22245678			
BGC0000316	capreomycin	C[C@H]1C(=O)N[C@H](C(=O)N/C(=C/NC(=O)N)/C(=O)N[C@H](C(=O)NC[C@@H](C(=O)N1)N)[C@H]2CCN=C(N2)N)CNC(=O)C[C@H](CCCN)N.C1CN=C(N[C@H]1[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C/NC(=O)N)/C(=O)N2)CNC(=O)C[C@H](CCCN)N)CO)N)N	17496129			
BGC0000317	cephalosporin C	CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CCC[C@H](C(=O)O)N)SC1)C(=O)O	25291769, 23135477			
BGC0000318	cephalosporin, cefEFG genes	C=C1CS[C@@H](N=C1C(=O)O)[C@@H](C(=O)O)NC(=O)CCCC[C@H](C(=O)O)N				
BGC0000319	cephamycin C	CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CCCC(C(=O)O)N	3130293, 1547956, 1476443, 8652114, 8892828, 9696752, 10629179, 11882698, 15583166, 17573474			
BGC0000320	Cereulide	C[C@@H]1C(=O)O[C@H](C(=O)N[C@H](C(=O)O[C@@H](C(=O)N[C@H](C(=O)O[C@@H](C(=O)N[C@@H](C(=O)O[C@H](C(=O)N[C@H](C(=O)O[C@H](C(=O)N[C@H](C(=O)O[C@@H](C(=O)N1)CC(C)C)C(C)C)C(C)C)C)CC(C)C)C(C)C)C(C)C)C)CC(C)C)C(C)C)C(C)C	15640177,16512902,16910662,17041058,20038713,19994891,19246763,22571587,8082824,10429194			
BGC0000321	chaetocin	CN1C(=O)C23CC4(C(N2C(=O)C1(SS3)CO)NC5=CC=CC=C54)C67CC89C(=O)N(C(C(=O)N8C6NC1=CC=CC=C71)(SS9)CO)C	24123808			
BGC0000322	chloroeremomycin	C[C@H]1[C@@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O[C@H]1C[C@]([C@H]([C@@H](O1)C)O)(C)N)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O	9545426			
BGC0000323	cichofactin A	O=C(N[C@@H](CC(C)C)C(N[C@@H](CC(C)C)C(N[C@@H](CCC(N)=O)C(N[C@@H](CC(C)C)C(N[C@@H](CCC(N)=O)C(N[C@@H](C(C)C)C(N[C@@H](CC(C)C)C(N[C@@H](CC(C)C)C(O)=O)=O)=O)=O)=O)=O)=O)=O)[C@H](CC1=CNC=N1)NC(CC(O)CCCCCCC)=O	23405865			
BGC0000323	cichofactin B	O=C(N[C@@H](CC(C)C)C(N[C@@H](CC(C)C)C(N[C@@H](CCC(N)=O)C(N[C@@H](CC(C)C)C(N[C@@H](CCC(N)=O)C(N[C@@H](C(C)C)C(N[C@@H](CC(C)C)C(N[C@@H](CC(C)C)C(O)=O)=O)=O)=O)=O)=O)=O)=O)[C@H](CC1=CNC=N1)NC(CC(O)CCCCCCCCC)=O	23405865			
BGC0000324	coelibactin		12000953,8843436			
BGC0000325	coelichelin	C[C@H]([C@H](C(=O)N(CCC[C@@H](C(=O)O)NC(=O)[C@@H](CCCN(C=O)O)N)O)NC(=O)[C@@H](CCCN(C=O)O)N)O	12000953,8843436			
BGC0000326	complestatin	CN1[C@@H](CC2=CC=C(C=C2)OC3=C(C4=CC(=C3)[C@H](C(=O)N[C@@H](C1=O)C5=CC(=C(C(=C5)Cl)O)Cl)NC(=O)[C@@H](NC(=O)[C@H](CC6=CNC7=C6C=CC4=C7)NC(=O)C(=O)C8=CC(=C(C(=C8)Cl)O)Cl)C9=CC(=C(C(=C9)Cl)O)Cl)O)C(=O)N[C@H](C1=CC=C(C=C1)O)C(=O)O	11447274			
BGC0000327	congocidine	CN1C=C(C=C1C(=O)NC2=CN(C(=C2)C(=O)NCCC(=N)N)C)NC(=O)CN=C(N)N	17074905,16956972			
BGC0000328	coronatine	CC[C@@H]1C[C@H]2[C@H](CCC2=O)C(=C1)C(=O)N[C@]3(C[C@@H]3CC)C(=O)O	14679222			
BGC0000329	corpeptin	CCCCCCCC(CC(=N/C(=C\C)/C(=O)N1CCC[C@H]1C(=N[C@@H](C)C(=N[C@@H](C)C(=N[C@@H](C)C(=N[C@@H](C(C)C)C(=N[C@@H](C(C)C)C(=N/C(=C\C)/C(=N[C@@H](CCO)C(=N[C@@H](C(C)C)C(=N[C@@H]([C@H](C)CC)C(=NC(=C)C(=N[C@@H](C)C(=N[C@@H](C)C(=N[C@@H](C)C(=N[C@@H](C(C)C)C(=N/C(=C\C)/C(=N[C@H]2[C@@H](OC(=O)[C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C2O)C)O)CCN)O)CO)O)[C@@H](C)CC)C)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O	25231335	corpeptin A		
BGC0000330	cupriachelin	CCCCCCCCCC(N[C@@H]([C@H](O)C(O)=O)C(N[C@H](C(N[C@@H]([C@H](O)C(O)=O)C(NCC(N[C@@H](CCCN(O)C(C[C@@H](O)C)=O)C(O)=O)=O)=O)=O)CCN)=O)=O	22381697			
BGC0000331	cyanopeptin		17921284			
BGC0000332	cyanopeptolin	CC[C@H](C)[C@H]1C(=O)O[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H]2CC[C@H](N(C2=O)[C@H](C(=O)N([C@H](C(=O)N1)CC3=CC=CC=C3)C)[C@@H](C)CC)O)CCCN=C(N)N)NC(=O)[C@@H](COS(=O)(=O)O)O)C	17464052			
BGC0000333	cyclomarin D	C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)C[C@@H](C)CO)[C@@H](C2=CN(C3=CC=CC=C32)C(C)(C)C=C)O)[C@H](C)C=C(C)C)CC(C)C)C)C(C)C)[C@@H](C4=CC=CC=C4)OC	18331040, 20055491			
BGC0000334	cyclosporin	CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C	23818858			
BGC0000335	cystomanamides	CC(C)CCCCC[C@H](CC(=O)N[C@H](CC(=O)N)C(=O)N[C@@H]([C@H](C(=O)N)O)C(=O)N[C@H]([C@H](C1=CC=CC=C1)O)C(=O)O)N	24735013	cystomanamide A		
BGC0000336	daptomycin	CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]3[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)[C@H](C)CC(=O)O)CC(=O)C4=CC=CC=C4N)C	15870461			
BGC0000337	destruxin	CCC(C)C1C(=O)N(C(C(=O)N(C(C(=O)NCCC(=O)OC(C(=O)N2CCCC2C(=O)N1)CC=C)C)C)C(C)C)C	22232661,3268274			
BGC0000338	Echinocandin B	CCCCCCCCCCCCCCCC(=O)NC1CC(C(NC(=O)C2C(C(CN2C(=O)C(NC(=O)C(NC(=O)C3CC(CN3C(=O)C(NC1=O)C(C)O)O)C(C(C4=CC=C(C=C4)O)O)O)C(C)O)C)O)OCCCN)O	22998630,23451921,6235127,4613708			
BGC0000339	echinomycin	CC1C(=O)N(C2CSC(C(C(=O)N(C(C(=O)OCC(C(=O)N1)NC(=O)C3=NC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)C(NC(=O)C(COC(=O)C(N(C2=O)C)C(C)C)NC(=O)C5=NC6=CC=CC=C6N=C5)C)C)SC)C	16799553			
BGC0000340	echosides	CN1C2=C(C(=C(C(=C2SC1=O)C3=CC=CC=C3)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)C5=CC=CC=C5	24865933			
BGC0000341	enduracidin	C[C@@H]1[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NC(C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)O1)C2=CC=C(C=C2)O)C)CC3CNC(=N)N3)C4=CC(=C(C(=C4)Cl)O)Cl)CO)C5=CC(=C(C=C5)O)Cl)CC6CNC(=N)N6)CCCNC(=O)N)[C@H](C)O)C7=CC=C(C=C7)O)C8=CC=C(C=C8)O)[C@@H](C)O)CCCN)C9=CC=C(C=C9)O)NC(=O)[C@H](CC(=O)O)NC(=O)/C=C\C=C\CCCCC(C)C	17005978			
BGC0000342	enniatin	CCCC[C@H]1C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N1C)C(C)C)C(C)CC)C)C(C)C)C(C)C)C)C(C)C	8483420			
BGC0000343	enterobactin	C1[C@@H](C(=O)OC[C@@H](C(=O)OC[C@@H](C(=O)O1)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)C3=C(C(=CC=C3)O)O)NC(=O)C4=C(C(=CC=C4)O)O	19710707			
BGC0000344	entolysin		20023108			
BGC0000345	eponemycin	CC(C)CCCCC(=O)NC(CO)C(=O)N[C@@H](CC(=C)C)C(=O)[C@]1(CO1)CO	24168704,2106503,10383134			
BGC0000346	epoxomicin	CCC(C)C(C(=O)NC(C(C)O)C(=O)NC(CC(C)C)C(=O)C1(CO1)C)NC(=O)C(C(C)CC)N(C)C(=O)C	24168704,1468981,10465562,10468620			
BGC0000347	equibactin		18990191			
BGC0000348	ergovaline	CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C)NC(=O)[C@H]4CN([C@@H]5CC6=CNC7=CC=CC(=C67)C5=C4)C)O	17308187			
BGC0000349	erythrochelin	CC(=O)N[C@H](CCCN(C(=O)C)O)C(=O)N[C@H](CO)C(=O)N(CCC[C@H]1C(=O)N[C@H](C(=O)N1)CCCN(C(=O)C)O)O	17369815,20189106			
BGC0000350	ET-743	CC1=C(C(=C2[C@@H]3[C@@H]4[C@H]5C6=C([C@@H](N4[C@H]([C@@H](N3C)CC2=C1)O)COC(=O)[C@@]7(CS5)C8=CC(=C(C=C8CCN7)O)OC)C9=C(C(=C6OC(=O)C)C)OCO9)O)OC	21875091			
BGC0000351	exochelin	CC(CC(=O)NC1CCCCN(C1=O)[O-])OC(=O)C(CCCCN(C(=O)CCCCCC(=O)OC)[O-])NC(=O)C2COC(=C3C=CC=CC3=O)N2	9720878	without Fe bound		
BGC0000352	Fimsbactin A	O=C(N[C@@H](COC(=O)c1cccc(O)c1O)C(=O)NCCCCN(O)C(C)=O)[C@H]2N=C(OC2)c3cccc(O)c3O	23456955			
BGC0000353	FK506	C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(\C1)/C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC	9780228			
BGC0000354	friulimicin	C[C@@H]1[C@@H](C(=O)N2CCCC[C@@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](C(=O)N[C@@H](C(=O)N3CCC[C@H]3C(=O)N1)C(C)C)[C@@H](C)N)CC(=O)O)CC(=O)O)[C@H](C)C(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)C/C=C\CCCCCCC(C)C	15942003	friulimicin A		
BGC0000355	fumiquinazoline A	C[C@H]1C2=NC3=CC=CC=C3C(=O)N2[C@@H](C(=O)N1)C[C@]4([C@H]5N[C@H](C(=O)N5C6=CC=CC=C64)C)O	21899262,20225828,20804163,22344643,22902615,23330675,24121553			
BGC0000355	fumiquinazoline C	C[C@H]1C(=O)N2[C@H](N1)[C@]3(C[C@@H]4C(=O)N[C@](O3)(C5=NC6=CC=CC=C6C(=O)N45)C)C7=CC=CC=C72	21899262,20225828,20804163,22344643,22902615,23330675,24121553			
BGC0000355	fumiquinazoline D	C[C@H]1C(=O)N2[C@@H]3N1[C@]4(C5=NC6=CC=CC=C6C(=O)N5[C@H](C[C@@]3(C7=CC=CC=C72)O)C(=O)N4)C	21899262,20225828,20804163,22344643,22902615,23330675,24121553			
BGC0000356	brevianamide F	C1C[C@H]2C(=O)N[C@H](C(=O)N2C1)CC3=CNC4=CC=CC=C43	 8698635, 16520651, 9677311, 18321710, 17016657, 16755625, 18683158, 19226505, 19763315, 23109474, 23649274, 24082142			
BGC0000356	demethoxyfumitremorgin C	CC(=C[C@H]1C2=C(C[C@@H]3N1C(=O)[C@@H]4CCCN4C3=O)C5=CC=CC=C5N2)C	 8698635, 16520651, 9677311, 18321710, 17016657, 16755625, 18683158, 19226505, 19763315, 23109474, 23649274, 24082142			
BGC0000356	fumitremorgin B	CC(=CCN1C2=C(C=CC(=C2)OC)C3=C1[C@@H](N4C(=O)[C@@H]5CCCN5C(=O)[C@@]4([C@H]3O)O)C=C(C)C)C	 8698635, 16520651, 9677311, 18321710, 17016657, 16755625, 18683158, 19226505, 19763315, 23109474, 23649274, 24082142			
BGC0000356	fumitremorgin c	CC(=C[C@H]1C2=C(C[C@@H]3N1C(=O)[C@@H]4CCCN4C3=O)C5=C(N2)C=C(C=C5)OC)C	 8698635, 16520651, 9677311, 18321710, 17016657, 16755625, 18683158, 19226505, 19763315, 23109474, 23649274, 24082142			
BGC0000356	tryprostatin A	C/C(C)=C/CC1=C(CC2NC(C(CCC3)N3C2=O)=O)C4=C(N1)C=C(OC)C=C4	 8698635, 16520651, 9677311, 18321710, 17016657, 16755625, 18683158, 19226505, 19763315, 23109474, 23649274, 24082142			
BGC0000356	tryprostatin B	CC(=CCC1=C(C2=CC=CC=C2N1)C[C@H]3C(=O)N4CCC[C@H]4C(=O)N3)C	 8698635, 16520651, 9677311, 18321710, 17016657, 16755625, 18683158, 19226505, 19763315, 23109474, 23649274, 24082142			
BGC0000356	verruculogen	CC(=CC1N2C3=C(C=CC(=C3)OC)C4=C2C(CC(OO1)(C)C)N5C(=O)C6CCCN6C(=O)C5(C4O)O)C	 8698635, 16520651, 9677311, 18321710, 17016657, 16755625, 18683158, 19226505, 19763315, 23109474, 23649274, 24082142			
BGC0000357	cyclo-(D-Phe-L-Phe-D-Ile-L-Val)		5371403, 24887561			
BGC0000357	cyclo-(D-Phe-L-Phe-D-Val-L-Ile)		5371403, 24887561			
BGC0000357	cyclo-(D-Phe-L-Phe-D-Val-L-Val)		5371403, 24887561			
BGC0000357	cyclo-(D-Phe-L-Trp-D-Val-L-Val)		5371403, 24887561			
BGC0000357	cyclo-(D-Tyr-L-Phe-D-Ile-L-Val)		5371403, 24887561			
BGC0000357	cyclo-(D-Tyr-L-Phe-D-Val-L-Ile)		5371403, 24887561			
BGC0000357	cyclo-(D-Tyr-L-Phe-D-Val-L-Val)		5371403, 24887561			
BGC0000357	cyclo-(D-Tyr-L-Trp-D-Ile-L-Val)		5371403, 24887561			
BGC0000357	cyclo-(D-Tyr-L-Trp-D-Val-L-Ile)		5371403, 24887561			
BGC0000357	cyclo-(D-Tyr-L-Trp-D-Val-L-Val)		5371403, 24887561			
BGC0000358	fusaricidin	C[C@@H]1[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)O1)C)CC(=O)N)[C@@H](C)O)C(C)C)C(C)C)NC(=O)CC(CCCCCCCCCCCCN=C(N)N)O	17980146, 24072159 			
BGC0000359	fuscachelin	C1C[C@@H](C(=O)OC[C@@H](C(=O)N(C1)O)NC(=O)CNC(=O)CNC(=O)[C@@H](CCCN=C(N)N)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)CNC(=O)CNC(=O)[C@@H](CCCN=C(N)N)NC(=O)C3=C(C(=CC=C3)O)O	26043104	fuscachelin A		
BGC0000360	GE81112		20710026			
BGC0000361	Bisdethiobis(methylthio)gliotoxin	CN1C(=O)[C@@]2(CC3=CC=C[C@@H]([C@H]3N2C(=O)[C@@]1(CO)SC)O)SC	24847038,25126990,25311525,25062268,24039048,22936680,21749092,21513890,20548963,20593880,18199036,17601876,17154540,16956378,16757745,15979823			
BGC0000361	Gliotoxin	CN1C(=O)[C@]23CC4=CC=C[C@@H]([C@H]4N2C(=O)[C@]1(SS3)CO)O	24847038,25126990,25311525,25062268,24039048,22936680,21749092,21513890,20548963,20593880,18199036,17601876,17154540,16956378,16757745,15979823			
BGC0000362	glycopeptidolipid	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(CC(=O)N[C@H](CC1=CC=CC=C1)C(=O)N[C@H]([C@@H](C)OC2[C@@H]([C@@H]([C@@H]([C@@H](O2)C)O)O)O[C@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)C)O)O[C@H]4[C@@H]([C@H]([C@H]5[C@H](O4)CO[C@](O5)(C)C(=O)O)OC)O)O)C(=O)N[C@H](C)C(=O)N[C@@H](C)COC6[C@@H]([C@@H]([C@H]([C@@H](O6)C)OC)OC)O)O.O	14523113			
BGC0000363	glycopeptidolipid		17490474			
BGC0000364	glycopeptidolipid		17490474			
BGC0000365	glycopeptidolipid		16194230,16140533			
BGC0000366	gobichelin	C1C[C@@H](C(=O)N(C1)O)NC(=O)[C@H](CO)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](CC2=CN=CN2)NC(=O)[C@@H]3COC(=C4C=CC=CC4=O)N3	23336063	goichelin A		
BGC0000367	gramicidin	C[C@@H](C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC5=CNC6=CC=CC=C65)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC7=CNC8=CC=CC=C87)C(=O)NCCO)NC(=O)CNC(=O)[C@H](C(C)C)NC=O				
BGC0000368	griseobactin		19915026			
BGC0000369	Hassallidin C	CCCCCCCCCCCC(C(C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)CNC(=O)[C@@H](NC(=O)/C(=C/C)/NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)[C@@H](C)O)CC2=CC=C(C=C2)O)CCC(=O)N)C)[C@@H](C)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CCC(=O)N)C)O)O	24742428	Hassallidin A		
BGC0000370	HC-toxin	C[C@@H]1C(=O)N[C@H](C(=O)N2CCC[C@@H]2C(=O)N[C@H](C(=O)N1)C)CCCCCC(=O)C3CO3	8672886,11860263,23865912,16839576			
BGC0000371	heterobactin A	c1cc(c(c(c1)O)O)C(=O)N[C@H](CCCN/C(=N/C(=O)c2cccc(c2O)O)/N)C(=O)NCC(=O)N[C@H]3CCCN(C3=O)O	24274668			
BGC0000371	heterobactin S2	N\C(NCCC[C@@H](NC(=O)c1ccc(c(O)c1O)S(O)(=O)=O)C(=O)NCC(=O)N[C@H]1CCCN(O)C1=O)=N/C(=O)c1cccc(O)c1O	24274668			
BGC0000372	astechrome	C/C(C)=C\\CC1=CC=CC2=C1NC=C2CC(N3O[Fe](ON4C(CC5=CNC6=C5C=CC=C6C/C=C(C)\\C)=C(N=C(C4=O)C)OC)ON7C(CC8=CNC9=C8C=CC=C9C/C=C(C)\\C)=C(N=C(C7=O)C)OC)=C(N=C(C3=O)C)OC	 25386169,23360537,7760082			
BGC0000372	hexadehydroastechrome	C=C(/C=C/C1=CC=CC2=C1NC=C2CC(N3O[Fe](ON4C(CC5=CNC6=C5C=CC=C6/C=C/C(C)=C)=C(N=C(C4=O)C)OC)ON7C(CC8=CNC9=C8C=CC=C9/C=C/C(C)=C)=C(N=C(C7=O)C)OC)=C(N=C(C3=O)C)OC)C	 25386169,23360537,7760082			
BGC0000372	terezine D	C[C@H]1C(=O)N[C@H](C(=O)N1)CC2=CNC3=C2C=CC=C3CC=C(C)C	 25386169,23360537,7760082			
BGC0000373	holomycin	CC(=O)NC1=C2C(=CSS2)NC1=O	21041678			
BGC0000374	hormaomycin	CC[C@H](C)[C@@H](C(N1C[C@@H](/C=C\\C)C[C@H]1C2=O)=O)NC([C@H]([C@@H](C3=CC=CC=C3)C)NC([C@H](NC([C@H]([C@H](C)C4=CC=CC=C4)NC([C@@H]([C@@H](C)O2)NC([C@H](C[C@H]5[C@H]([N+]([O-])=O)C5)NC(C6=CC=C(Cl)N6O)=O)=O)=O)=O)C[C@H]7[C@H]([N+]([O-])=O)C7)=O)=O	21439483, 23790494, 10.1039/C2SC21722H, 10.1002/anie.199000641			
BGC0000374	hormaomycin A1	CC[C@H](C)[C@@H](C(N1C[C@@H](/C=C\\C)C[C@H]1C2=O)=O)NC([C@H]([C@@H](C3=CC=CC=C3)C)NC([C@H](NC([C@H]([C@H](C)C4=CC=CC=C4)NC([C@@H]([C@@H](C)O2)NC([C@H](C[C@H]5[C@H]([N+]([O-])=O)C5)NC(C6=CC=CN6O)=O)=O)=O)=O)C[C@H]7[C@H]([N+]([O-])=O)C7)=O)=O	21439483, 23790494, 10.1039/C2SC21722H, 10.1002/anie.199000641			
BGC0000374	hormaomycin A2	CC(C)[C@@H](C(N1C[C@@H](/C=C\\C)C[C@H]1C2=O)=O)NC([C@H]([C@@H](C3=CC=CC=C3)C)NC([C@H](NC([C@H]([C@H](C)C4=CC=CC=C4)NC([C@@H]([C@@H](C)O2)NC([C@H](C[C@H]5[C@H]([N+]([O-])=O)C5)NC(C6=CC=C(Cl)N6O)=O)=O)=O)=O)C[C@H]7[C@H]([N+]([O-])=O)C7)=O)=O	21439483, 23790494, 10.1039/C2SC21722H, 10.1002/anie.199000641			
BGC0000374	hormaomycin A3	CC[C@H](C)[C@H]1C(=O)N2C[C@H](C[C@H]2C(=O)O[C@@H]([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)[C@H](C)C3=CC=CC=C3)C[C@@H]4C[C@H]4[N+](=O)[O-])[C@H](C)C5=CC=CC=C5)NC(=O)[C@H](C[C@@H]6C[C@H]6[N+](=O)[O-])NC(=O)C7=CC=C(N7O)Cl)C)/C=C\C	21439483, 23790494, 10.1039/C2SC21722H, 10.1002/anie.199000641	hormaomycin		
